scrape_date,website_url,Product_ID,GTIN,Brand,product,price,pack_size,multibuy_deal_quantity,multibuy_deal_price,undiscounted_price,delivery_available,review_rating,review_count,style,type,packaging,standard_drinks,alcohol_content,organic,origin
10/8/2021,https://www.liquorland.com.au/beer/bentspoke-barley-griffin-pale-ale-can-375ml_3359943,3359943,9.35025E+12,BentSpoke,Bentspoke Barley Griffin Pale Ale Can 375mL,82,Pack (24),,,,TRUE,5,1,,Pale Ale,Can,1.3,4.20%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/corona-refresca-can-355ml_4230160,4230160,,Corona Refresca,Can 355mL,52,Pack (12),,,,TRUE,,0,,,Can,1.3,4.50%,No,Mexico
10/8/2021,https://www.liquorland.com.au/beer/oj-belgium-pilsner-can-500ml_4230090,4230090,,OJ,Belgium Pilsner Can 500mL,56,Pack (24),,,,TRUE,4,2,,Pilsener,Can,2,5.00%,No,Belgium
10/8/2021,https://www.liquorland.com.au/beer/kingfisher-bottle-330ml_549059,549059,9.41434E+12,Kingfisher,Bottle 330mL,58,Pack (24),,,58,TRUE,3,3,Lager,Lager,Bottle,1.4,5.00%,No,India
10/8/2021,https://www.liquorland.com.au/beer/young-henry-s-newtowner-pale-ale-bottle-330ml_3872660,3872660,9.34624E+12,Young Henry's,Newtowner Pale Ale Bottle 330ml,68,Pack (24),,,,TRUE,,0,Pale Ale,,Bottle,1.3,4.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/holsten-0-0-non-alcohol-beer-330ml_1911659,1911659,4.0678E+12,Holsten,0.0% Non Alcohol Beer 330mL,37,Pack (24),,,,TRUE,,0,,Non Alcoholic,Bottle,0.1,0.01%,No,France
10/8/2021,https://www.liquorland.com.au/beer/pilsner-urquell-can-500ml_4230035,4230035,,Pilsner Urquell,Can 500mL,80,Pack (24),,,,TRUE,,0,,Pilsener,Can,1.8,4.40%,No,Czech Republic
10/8/2021,https://www.liquorland.com.au/beer/coopers-mild-ale-cans-375ml_4342200,4342200,9.31044E+12,Coopers,Mild Ale Cans 375mL,50,Pack (24),,,,TRUE,,0,Ale,Mid Strength,Can,1.1,3.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/rekorderlig-strawberry-lime-cider-bottle-500ml_7927119,7927119,7.3111E+12,Rekorderlig,Strawberry & Lime Cider Bottle 500mL,91,Pack (15),,,59,TRUE,,0,Flavoured Cider,,Bottle,1.6,4.00%,No,Sweden
10/8/2021,https://www.liquorland.com.au/beer/paulaner-munchner-hell-can-500ml_4227744,4227744,4.0666E+12,Paulaner,Munchner Hell Can 500mL,93,Pack (24),,,,TRUE,,0,,Lager,Can,2,4.90%,No,Germany
10/8/2021,https://www.liquorland.com.au/beer/coopers-original-pale-ale-bottle-750ml_379939,379939,9.31044E+12,Coopers,Original Pale Ale Bottle 750mL,57,Pack (12),,,,TRUE,,0,,Pale Ale,Bottle,2.7,4.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/young-henrys-stayer-mid-can-375ml_3358157,3358157,9.34624E+12,Young Henrys,Stayer Mid Can 375mL,64,Pack (24),,,67,TRUE,,0,Lager,Lager,Can,1.1,3.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/stone-wood-pacific-ale-can-375ml_3651210,3651210,9.3419E+12,Stone & Wood,Pacific Ale Can 375mL,61,Pack (16),,,70,TRUE,,0,,,Can,1.4,4.40%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/rogers-bottle-330ml_496506,496506,9.32873E+12,Little Creatures,Rogers Bottle 330mL,62,Pack (24),,,,TRUE,4.5,4,Ale,Ale,Bottle,1,3.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/mountain-goat-summer-ale-can-375ml_1621761,1621761,9.32883E+12,Mountain Goat,Summer Ale Can 375mL,61,Pack (24),,,,TRUE,5,1,Summer Ale,Summer Ale,Can,1.4,4.70%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/modus-xpa-can-375ml_3871136,3871136,9.35048E+12,Modus,XPA Can 375mL,57,Pack (16),,,,TRUE,,0,XPA,XPA,Can,1.3,4.20%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/strongbow-sweet-apple-cider-bottle-355ml_122504,122504,9.32E+12,Strongbow,Sweet Apple Cider Bottle 355mL,49,Pack (24),,,59,TRUE,5,1,Apple Cider,,Bottle,1.5,5.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/mornington-draught-can-375ml_3643368,3643368,9.34512E+12,Mornington,Draught Can 375mL,49,Pack (24),,,,TRUE,4.4,9,Draught,Draught,Can,1.4,4.60%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/coopers-pacific-ale-can-375ml_3207774,3207774,9.31044E+12,Coopers,Pacific Ale Can 375mL,67,Pack (24),,,56,TRUE,4.4,5,Session Ale,Session Ale,Can,1.3,4.20%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/ballistic-hawaiian-haze-pale-ale-can-375ml_3859630,3859630,9.35275E+12,Ballistic,Hawaiian Haze Pale Ale Can 375mL,62,Pack (16),,,,TRUE,4.5,6,Pale Ale,Pale Ale,Can,1.4,4.60%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/cedar-creek-apple-cider-can-375ml_4357499,4357499,7.50258E+11,Cedar Creek,Apple Cider Can 375mL,20,Pack (4),,,,TRUE,,0,,,Can,1.7,5.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/stockade-refreshing-ale-can-375ml_3596916,3596916,9.34786E+12,Stockade,Refreshing Ale Can 375mL,50,Pack (24),,,,TRUE,4,3,,Ale,Can,1.3,4.20%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/white-rabbit-dark-ale-bottle-330ml_7298206,7298206,9.32873E+12,White Rabbit,Dark Ale Bottle 330mL,82,Pack (24),,,,TRUE,4,3,Dark Ale,Dark Ale,Bottle,1.3,4.90%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/brookvale-union-ginger-beer-bottle-500ml_1592991,1592991,9.34484E+12,Brookvale,Union Ginger Beer Bottle 500mL,74,Pack (12),,,,TRUE,5,1,,,Bottle,1.6,4.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/victoria-bitter-bottle-750ml_10481,10481,9.32E+12,Victoria Bitter,Bottle 750mL,56,Pack (12),,,,TRUE,,0,Bitter,bitter,Bottle,2.9,4.90%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/lindemans-kriek-bottle-250ml_4165603,4165603,,Lindemans,Kriek Bottle 250mL,93,Pack (24),,,,TRUE,5,1,,Flavoured & Sours,Bottle,0.7,3.50%,No,Belgium
10/8/2021,https://www.liquorland.com.au/beer/monteiths-black-beer-bottle-330ml_548861,548861,9.41434E+12,Monteiths,Black Beer Bottle 330mL,69,Pack (24),,,69,TRUE,5,5,Dark Ale,Dark Ale,Bottle,1.4,5.20%,No,New Zealand
10/8/2021,https://www.liquorland.com.au/beer/james-squire-orchard-crush-apple-cider-bottle-345ml_1848552,1848552,9.32553E+12,James Squire,Orchard Crush Apple Cider Bottle 345mL,81,Pack (24),,,55,TRUE,,0,Apple Cider,,Bottle,1.4,4.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/singha-beer-bottle-330ml_49368,49368,8.851E+12,Singha,Beer Bottle 330mL,62,Pack (24),,,58,TRUE,5,4,Lager,Lager,Bottle,1.4,5.00%,No,Thailand
10/8/2021,https://www.liquorland.com.au/beer/coopers-extra-stout-bottle-750ml_35606,35606,9.31044E+12,Coopers,Extra Stout Bottle 750mL,73,Pack (12),,,,TRUE,,0,Stout,Stout,Bottle,3.8,6.30%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/coopers-sparkling-ale-bottle-750ml_35583,35583,9.31044E+12,Coopers,Sparkling Ale Bottle 750mL,66,Pack (12),,,,TRUE,5,1,Ale,Ale,Bottle,3.5,5.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/balter-ipa-can-375ml_3430899,3430899,9.35071E+12,Balter,IPA Can 375mL,74,Pack (16),,,,TRUE,,0,India Pale Ale,India Pale Ale,Can,2.1,6.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/hofbrau-dunkel-bottle-500ml_4228179,4228179,,Hofbrau,Dunkel Bottle 500mL,86,Pack (20),,,,TRUE,5,1,,Dark Larger,Bottle,2.1,5.10%,No,Germany
10/8/2021,https://www.liquorland.com.au/beer/peroni-red-can-500ml_4227551,4227551,,Peroni,Red Can 500mL,76,Pack (24),,,,TRUE,,0,,Lager,Can,1.9,4.70%,No,Italy
10/8/2021,https://www.liquorland.com.au/beer/mountain-goat-sipa-can-375ml_4454859,4454859,9.32883E+12,Mountain Goat,SIPA Can 375mL,59,Pack (24),,,,TRUE,,0,Session Red IPA,,Can,1.5,5.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/colonial-bertie-cold-pressed-apple-cider-can-375ml_3876796,3876796,9.35193E+12,Colonial,Bertie Cold Pressed Apple Cider Can 375mL,82,Pack (24),,,55,TRUE,,0,,,Can,1.1,3.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/bentspoke-red-nut-ipa-pack-4-can-375ml_3359998,3359998,9.35025E+12,BentSpoke,Bentspoke Red Nut IPA Pack (4) Can 375mL,90,Pack (24),,,,TRUE,,0,,Red IPA,Can,2.1,7.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/oj-belgium-wheat-beer-can-500ml_4228055,4228055,8.71999E+12,OJ,Belgium Wheat Beer Can 500mL,65,Pack (24),,,,TRUE,,0,,Wheat Beer,Can,2,5.00%,No,Belgium
10/8/2021,https://www.liquorland.com.au/beer/lord-nelson-three-sheets-pale-ale-can-375ml_3755317,3755317,9.33833E+12,Lord Nelson,Three Sheets Pale Ale Can 375mL,90,Pack (24),,,,TRUE,,0,,Pale Ale,Can,1.5,4.90%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/colonial-hazy-pale-ale-can-375ml_4454451,4454451,9.35193E+12,Colonial,Hazy Pale Ale Can 375mL,80,Pack (24),,,,TRUE,,0,Pale Ale,Pale Ale,Can,1.5,4.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/moon-dog-seasonal-can-330ml_3962581,3962581,9.34566E+12,Moon Dog,Seasonal Can 330mL,93,Pack (24),,,,TRUE,5,1,,IPA,Can,1.7,6.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/three-oaks-original-cider-10pk-can-375ml_8934991,8934991,9.33236E+12,Three Oaks,Original Cider 10pk Can 375mL,26,Pack (10),,,27,TRUE,3.5,4,Apple Cider (WET),,Can,1.5,5.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/peroni-nastro-can-500ml_4227642,4227642,8.00844E+12,Peroni,Nastro Can 500mL,80,Pack (24),,,,TRUE,,0,,Lager,Can,2.1,5.10%,No,Italy
10/8/2021,https://www.liquorland.com.au/beer/bentspoke-sprocket-big-and-hoppy-ipa-can-375ml_3475332,3475332,9.35025E+12,BentSpoke,Bentspoke Sprocket Big and Hoppy IPA Can 375mL,,Pack (24),,,,TRUE,,0,India Pale Ale,IPA,Can,2.1,7.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/nomad-rosie-raspberry-sour-can-330ml_3363419,3363419,9.34906E+12,Nomad,Rosie Raspberry Sour Can 330mL,79,Pack (24),,,,TRUE,4,1,,Flavoured & Sour,Can,1,3.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/stella-can-440ml_4227879,4227879,5.41023E+12,Stella,Can 440mL,72,Pack (24),,,,TRUE,,0,,,Can,1.6,4.50%,No,United Kingdom
10/8/2021,https://www.liquorland.com.au/beer/modus-pale-can-375ml_3531820,3531820,9.35048E+12,Modus,Pale Can 375mL,62,Pack (16),,,,TRUE,,0,Pale Ale,Pale Ale,Can,1.6,5.20%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/akasha-hopsmith-ipa-can-375ml_3343284,3343284,9.35068E+12,Akasha,Hopsmith IPA Can 375mL,,Pack (24),,,,TRUE,,0,IPA,,Can,2.1,6.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/sauce-extra-hop-sauce-ipa-can-375ml_3754223,3754223,9.3512E+12,Sauce,Extra Hop  IPA Can 375mL,,Pack (24),,,,TRUE,,0,India Pale Ale,IPA,Can,1.9,6.20%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/stockade-flight-path-pale-ale-can-375ml_3596847,3596847,9.34786E+12,Stockade,Flight Path Pale Ale Can 375mL,70,Pack (24),,,,TRUE,,0,Pale Ale,Pale Ale,Can,1.4,4.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/heineken-3-bottle-330ml_2803593,2803593,9.32772E+12,Heineken,3 Bottle 330mL,54,Pack (24),,,48,TRUE,5,1,,Mid Strength,Bottle,0.9,3.30%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/modus-sonic-prayer-ipa-can-375ml_3531852,3531852,9.35048E+12,Modus,Sonic Prayer IPA Can 375mL,75,Pack (16),,,,TRUE,,0,IPA,IPA,Can,1.8,6.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/sauce-caribbean-fog-hazy-pale-ale-can-375ml_4333650,4333650,9.3512E+12,Sauce,Caribbean Fog Hazy Pale Ale Can 375mL,,Pack (24),,,,TRUE,,0,,,Can,1.4,4.60%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/orchard-thieves-rose-cider-bottle-330ml_4671121,4671121,9.41434E+12,Orchard Thieves,Rose Cider Bottle 330ml,75,Pack (24),,,55,TRUE,,0,,Fruit,Bottle,1.1,4.00%,No,New Zealand
10/8/2021,https://www.liquorland.com.au/beer/modus-wippa-snippa-session-pale-can-375ml_3531761,3531761,9.35048E+12,Modus,Wippa Snippa Session Pale Can 375mL,55,Pack (16),,,,TRUE,,0,Session Ale,Session Ale,Can,1.2,3.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/monteiths-crushed-apple-cider-can-330ml_4681679,4681679,9.41434E+12,Monteiths,Crushed Apple Cider Can 330ml,75,Pack (24),,,55,TRUE,,0,,Apple,Can,1.2,4.50%,No,New Zealand
10/8/2021,https://www.liquorland.com.au/beer/melbourne-bitter-can-375ml_10030,10030,9.32E+12,Melbourne Bitter,Can 375mL,65,Pack (24),,,,TRUE,5,1,Bitter,bitter,Can,1.4,4.60%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/little-creatures-hazy-ipa-can-375ml_4449280,4449280,9.32873E+12,Little Creatures,Hazy IPA Can 375mL,69,Pack (16),,,69,TRUE,,0,,,Can,1.6,5.20%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/hahn-super-dry-can-330ml-10-pack-_2605512,2605512,9.31342E+12,Hahn,Super Dry Can 330mL (10 pack),10,Pack (10),,,28,TRUE,,0,,,Can,1.2,4.60%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/tooheys-extra-dry-bottle-696ml_6414470,6414470,9.31189E+12,Tooheys,Extra Dry Bottle 696mL,,Pack (12),,,,TRUE,,0,Dry,Dry,Bottle,2.5,4.40%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/stockade-splicer-xpa-can-375ml_3596880,3596880,9.34786E+12,Stockade,Splicer XPA Can 375mL,70,Pack (24),,,,TRUE,5,4,,Session XPA,Can,1.4,4.40%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/wayward-raspberry-berliner-weisse-can-375ml_3665881,3665881,9.35117E+12,Wayward,Raspberry Berliner Weisse Can 375mL,,Pack (24),,,,TRUE,,0,Flavoured & Sours,Flavoured & Sours,Can,1.2,3.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/stella-artois-can-500ml_8838080,8838080,,Stella Artois,Can 500mL,70,Pack (24),,,,TRUE,5,1,,Lager,Can,1.9,4.80%,No,United Kingdom
10/8/2021,https://www.liquorland.com.au/beer/stone-wood-cloud-catcher-can-375ml_4448357,4448357,9.3419E+12,Stone & Wood,Cloud Catcher Can 375mL,62,Pack (16),,,70,TRUE,,0,,Pale Ale,Can,1.6,5.20%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/capital-brewing-rock-hopper-ipa-can-375ml_3334002,3334002,9.35121E+12,Capital Brewing,Rock Hopper IPA Can 375mL,,Pack (24),,,,TRUE,,0,,IPA,Can,1.9,6.10%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/moon-dog-mullet-fruit-sour-can-330ml_4448018,4448018,9.34566E+12,Moon Dog,Mullet Fruit Sour Can 330mL,93,Pack (24),,,,TRUE,,0,Flavoured & Sours,Flavoured & Sours,Can,1.2,4.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/fixation-obsession-ipa-can-375ml_4444651,4444651,9.3419E+12,Fixation,Obsession IPA Can 375mL,72,Pack (24),,,,TRUE,,0,,IPA,Can,1.4,4.60%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/fixation-little-ray-ipa-can-375ml_4444684,,,,,,,,,,FALSE,,None,,,,,,,
10/8/2021,https://www.liquorland.com.au/beer/rekorderlig-blueberry-lemon-cider-bottle-330ml_4477640,4477640,7.3111E+12,Rekorderlig,Blueberry Lemon Cider Bottle 330ml,95,Pack (24),,,59,TRUE,,None,,,Bottle,1.1,4.00%,No,Sweden
10/8/2021,https://www.liquorland.com.au/beer/nomad-budgy-smuggler-pale-ale-can-330ml_3745798,3745798,9.34906E+12,Nomad,Budgy Smuggler Pale Ale Can 330mL,93,Pack (24),,,,TRUE,,0,Pale Ale,Pale Ale,Can,1.4,5.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/ballistic-hawaiian-haze-hazy-ipa-can-375ml_4197392,4197392,9.35275E+12,Ballistic,Hawaiian Haze Hazy IPA Can 375mL,72,Pack (16),,,,TRUE,,0,,,Can,2.4,8.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/akasha-freshwater-pale-ale-can-375ml_3343251,3343251,9.35068E+12,Akasha,Freshwater Pale Ale Can 375mL,95,Pack (24),,,,TRUE,,0,Pale Ale,,Can,1.6,5.20%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/ballistic-low-ha-low-carb-pale-ale-can-375ml_4658112,4658112,9.35275E+12,Ballistic,Low Ha Low Carb Pale Ale Can 375mL,90,Pack (24),,,,TRUE,,0,,,Can,1.2,4.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/capital-brewing-evil-eye-red-ipa-can-375ml_3333972,3333972,9.35121E+12,Capital Brewing,Evil Eye Red IPA Can 375mL,,Pack (24),,,,TRUE,,0,,IPA,Can,1.8,6.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/sapporo-can-500ml_4684236,4684236,9.31044E+12,Sapporo,Can 500mL,76,Pack (24),,,,TRUE,,0,,Lager,Can,2,5.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/ironbark-hill-summer-ale-can-375ml_3946836,3946836,9.34268E+12,IronBark Hill,Summer Ale Can 375mL,90,Pack (24),,,,TRUE,,0,,,Can,1.1,3.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/ironbark-hill-american-pale-ale-can-375ml_3946869,3946869,9.34268E+12,IronBark Hill,American Pale Ale Can 375mL,99,Pack (24),,,,TRUE,,0,,,Can,1.6,5.20%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/murrays-angry-man-pale-ale-can-375ml_3663649,3663649,9.33759E+12,Murrays,Angry Man Pale Ale Can 375mL,87,Pack (24),,,,TRUE,,0,Pale Ale,Pale Ale,Can,1.5,4.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/bridge-road-free-time-pale-ale-can-355ml_4692915,4692915,9.33916E+12,Bridge Road,Free Time Pale Ale Can 355mL,69,Pack (24),,,,TRUE,,0,,,Can,0.1,0.01%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/brewdog-nanny-state-can-375ml_4715511,4715511,9.35628E+12,BrewDog,Nanny State Can 375mL,48,Pack (16),,,,TRUE,,0,,,Can,0.2,0.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/wolf-of-the-willows-limited-edition-can-355ml_4515818,4515818,9.35163E+12,Wolf of the Willows,Limited Edition Can 355mL,91,Pack (24),,,,TRUE,,0,,,Can,1.1,3.80%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/ironbark-hill-wheatermelon-can-375ml_3946891,3946891,,IronBark Hill,Wheatermelon Can 375mL,99,Pack (24),,,,TRUE,5,1,,,Can,1.5,5.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/wolf-of-the-willows-seasonal-release-can-355ml_4515590,4515590,9.35163E+12,Wolf of the Willows,Seasonal Release Can 355mL,91,Pack (24),,,,TRUE,,0,,,Can,1.5,5.00%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/bentspoke-brewed-ginger-beer-can-375ml_4718338,4718338,9.35025E+12,BentSpoke,Brewed Ginger Beer Can 375mL,93,Pack (24),,,,TRUE,,0,,,Can,1.1,3.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/bridge-road-sour-series-can-355ml_4691719,4691719,9.33916E+12,Bridge Road,Sour Series Can 355mL,93,Pack (24),,,,TRUE,,0,,,Can,1.3,4.30%,No,Australia
10/8/2021,https://www.liquorland.com.au/beer/sydney-beer-co-lager-330ml_3755656,3755656,9.37E+12,Sydney Beer Co,Lager 330mL,68,Pack (24),,,,TRUE,,0,Lager,Lager,Bottle,1.2,4.50%,No,Australia
10/8/2021,https://www.liquorland.com.au/,,,,Extra Dry Bottle 345mL,53,Pack (4),,,66,TRUE,,None,,,,,,,
10/8/2021,https://www.liquorland.com.au/,,,,Extra Dry Bottle 345mL,53,Pack (4),,,66,TRUE,,None,,,,,,,
